Title,Price,source_file,model,storage,carrier,condition
NEW LISTINGApple iPhone 11 Pro Max(A2161) 64GB Space Gray Unlocked Gsm Good-SEE DESCRIPTION,310.25,ebay_iphone_11_pro_max.csv,11 PRO MAX,64GB,UNLOCKED,NEW
Apple iPhone 11 Pro Max (A2161) 64GB Space Gray Unlocked Gsm EXCELLENT,361.25,ebay_iphone_11_pro_max.csv,11 PRO MAX,64GB,UNLOCKED,EXCELLENT
NEW LISTINGApple iPhone 11 Pro Max(A2161) 64GB Space Gray Unlocked Gsm Fair-SEE DESCRIPTION,306.0,ebay_iphone_11_pro_max.csv,11 PRO MAX,64GB,UNLOCKED,NEW
Apple iPhone 11 Pro Max 256GB Unlocked Smartphone - Very Good,412.95,ebay_iphone_11_pro_max.csv,11 PRO MAX,256GB,UNLOCKED,GOOD
Apple iPhone 11 Pro Max 64GB Unlocked Smartphone - Excellent,412.95,ebay_iphone_11_pro_max.csv,11 PRO MAX,64GB,UNLOCKED,EXCELLENT
Apple iPhone 11 Pro Max - 64GB - Space Gray Unlocked Cracked Lcd Screen Back #16,239.95,ebay_iphone_11_pro_max.csv,11 PRO MAX,64GB,UNLOCKED,FAIR
Broken Unlocked Apple iPhone 11 Pro Max 512GB 15.5.1 Gold MWHA2LL/A Cracked,274.99,ebay_iphone_11_pro_max.csv,11 PRO MAX,512GB,UNLOCKED,FAIR
NEW Apple iPhone 11 Pro Max 64GB Green Verizon iOS Smartphone A2161 CDMA + GSM,469.99,ebay_iphone_11_pro_max.csv,11 PRO MAX,64GB,LOCKED,NEW
Apple iPhone 11 Pro Max 64GB AT&T Smartphone (Green) - Very Good B,334.99,ebay_iphone_11_pro_max.csv,11 PRO MAX,64GB,LOCKED,GOOD
Apple iPhone 11 Pro Max 64GB AT&T Smartphone (Green) - Good - C,329.99,ebay_iphone_11_pro_max.csv,11 PRO MAX,64GB,LOCKED,GOOD
Apple iPhone 11 Pro Max 256GB Unlocked AT&T T-Mobile Verizon Good Condition,399.99,ebay_iphone_11_pro_max.csv,11 PRO MAX,256GB,UNLOCKED,GOOD
Apple iPhone 11 Pro Max - 256GB - Gold (Unlocked) A2161 (CDMA + GSM) Excellent,449.99,ebay_iphone_11_pro_max.csv,11 PRO MAX,256GB,UNLOCKED,EXCELLENT
Apple iPhone 11 Pro Max 64GB Space Gray Unlocked Very Good Condition,389.99,ebay_iphone_11_pro_max.csv,11 PRO MAX,64GB,UNLOCKED,GOOD
Apple iPhone 11 Pro Max - 64GB - Factory Unlocked - Very Good Condition,399.99,ebay_iphone_11_pro_max.csv,11 PRO MAX,64GB,UNLOCKED,GOOD
Apple iPhone 11 Pro Max 256GB Gold Unlocked Excellent Condition,459.99,ebay_iphone_11_pro_max.csv,11 PRO MAX,256GB,UNLOCKED,EXCELLENT
Apple iPhone 11 Pro Max 64GB AT&T Smartphone (Green) - Excellent - A,359.99,ebay_iphone_11_pro_max.csv,11 PRO MAX,64GB,LOCKED,EXCELLENT
iPhone 11 Pro Max - 64GB - Space Gray (Unlocked) Near Mint Condition #3484,409.0,ebay_iphone_11_pro_max.csv,11 PRO MAX,64GB,UNLOCKED,EXCELLENT
Apple iPhone 11 Pro Max A2161 (Fully Unlocked) 64GB Space Gray (Excellent),434.99,ebay_iphone_11_pro_max.csv,11 PRO MAX,64GB,UNLOCKED,EXCELLENT
Apple iPhone 11 Pro Max - 64GB - Space Grey (t-mobile) Brand New Condition As-is,385.0,ebay_iphone_11_pro_max.csv,11 PRO MAX,64GB,LOCKED,NEW
"IOS 15.6 Apple iPhone 11 Pro Max, 64GB, Gray, FACTORY UNLOCKED, EXCELLENT!!!",597.0,ebay_iphone_11_pro_max.csv,11 PRO MAX,64GB,UNLOCKED,EXCELLENT
Apple iPhone 11 Pro Max - 64GB - ALL COLORS - Factory Unlocked - Excellent,440.0,ebay_iphone_11_pro_max.csv,11 PRO MAX,64GB,UNLOCKED,EXCELLENT
Apple iPhone 11 Pro Max 64GB Green Carrier Locked strictly AT&T Good Condition,348.88,ebay_iphone_11_pro_max.csv,11 PRO MAX,64GB,LOCKED,GOOD
Apple iPhone 11 Pro Max A2161 Unlocked 512GB Gold Good,529.99,ebay_iphone_11_pro_max.csv,11 PRO MAX,512GB,UNLOCKED,GOOD
Apple iPhone 11 Pro Max - 256GB - ALL COLORS - Verizon - Excellent Condition,545.0,ebay_iphone_11_pro_max.csv,11 PRO MAX,256GB,LOCKED,EXCELLENT
Apple iPhone 11 Pro Max Smartphone 64GB CDMA & GSM Unlocked - Good,429.0,ebay_iphone_11_pro_max.csv,11 PRO MAX,64GB,UNLOCKED,GOOD
Apple iPhone 11 Pro Max A2161 Unlocked 64GB Space Gray Good,449.99,ebay_iphone_11_pro_max.csv,11 PRO MAX,64GB,UNLOCKED,GOOD
Apple iPhone 11 Pro Max 256GB Gold Unlocked Very Good Condition,449.99,ebay_iphone_11_pro_max.csv,11 PRO MAX,256GB,UNLOCKED,GOOD
Apple iPhone 11 Pro Max - 64GB - Space Gray (Unlocked) EXCELLENT CONDITION,565.0,ebay_iphone_11_pro_max.csv,11 PRO MAX,64GB,UNLOCKED,EXCELLENT
Apple iPhone 11 Pro Max A2161 Unlocked 64GB Space Gray Very Good,459.99,ebay_iphone_11_pro_max.csv,11 PRO MAX,64GB,UNLOCKED,GOOD
Apple iPhone 11 Pro Max 256GB Unlocked Smartphone - Excellent,422.95,ebay_iphone_11_pro_max.csv,11 PRO MAX,256GB,UNLOCKED,EXCELLENT
Apple iPhone 11 Pro Max 256GB Unlocked Smartphone - Good,377.95,ebay_iphone_11_pro_max.csv,11 PRO MAX,256GB,UNLOCKED,GOOD
Apple iPhone 11 Pro Max 256GB Gold Unlocked Good Condition,419.99,ebay_iphone_11_pro_max.csv,11 PRO MAX,256GB,UNLOCKED,GOOD
Apple iPhone 11 Pro Max 64GB Space Gray Unlocked Excellent Condition,399.99,ebay_iphone_11_pro_max.csv,11 PRO MAX,64GB,UNLOCKED,EXCELLENT
Apple iPhone 11 Pro Max - 64GB - Factory Unlocked - Good Condition,549.99,ebay_iphone_11_pro_max.csv,11 PRO MAX,64GB,UNLOCKED,GOOD
Apple iPhone 11 Pro Max 64GB Verizon Smartphone - Very Good,407.95,ebay_iphone_11_pro_max.csv,11 PRO MAX,64GB,LOCKED,GOOD
Apple iPhone 11 Pro Max 64GB AT&T Smartphone (Green) - Excellent - A,359.99,ebay_iphone_11_pro_max.csv,11 PRO MAX,64GB,LOCKED,EXCELLENT
Apple iPhone 11 Pro Max - 64GB - Space Grey (t-mobile) Brand New Condition As-is,385.0,ebay_iphone_11_pro_max.csv,11 PRO MAX,64GB,LOCKED,NEW
"IOS 15.6 Apple iPhone 11 Pro Max, 64GB, Gray, FACTORY UNLOCKED, EXCELLENT!!!",597.0,ebay_iphone_11_pro_max.csv,11 PRO MAX,64GB,UNLOCKED,EXCELLENT
Apple iPhone 11 Pro Max - 64GB - ALL COLORS - Factory Unlocked - Excellent,440.0,ebay_iphone_11_pro_max.csv,11 PRO MAX,64GB,UNLOCKED,EXCELLENT
Apple iPhone 11 Pro Max 64GB Green Carrier Locked strictly AT&T Good Condition,348.88,ebay_iphone_11_pro_max.csv,11 PRO MAX,64GB,LOCKED,GOOD
Apple iPhone 11 Pro Max A2161 Unlocked 512GB Gold Good,529.99,ebay_iphone_11_pro_max.csv,11 PRO MAX,512GB,UNLOCKED,GOOD
Apple iPhone 11 Pro Max - 256GB - ALL COLORS - Verizon - Excellent Condition,545.0,ebay_iphone_11_pro_max.csv,11 PRO MAX,256GB,LOCKED,EXCELLENT
Apple iPhone 11 Pro Max Smartphone 64GB CDMA & GSM Unlocked - Good,429.0,ebay_iphone_11_pro_max.csv,11 PRO MAX,64GB,UNLOCKED,GOOD
Apple iPhone 11 Pro Max A2161 Unlocked 64GB Space Gray Good,449.99,ebay_iphone_11_pro_max.csv,11 PRO MAX,64GB,UNLOCKED,GOOD
Apple iPhone 11 Pro Max 256GB Gold Unlocked Very Good Condition,449.99,ebay_iphone_11_pro_max.csv,11 PRO MAX,256GB,UNLOCKED,GOOD
Apple iPhone 11 Pro Max - 64GB - Space Gray (Unlocked) EXCELLENT CONDITION,565.0,ebay_iphone_11_pro_max.csv,11 PRO MAX,64GB,UNLOCKED,EXCELLENT
Apple iPhone 11 Pro Max 256GB Unlocked Smartphone - Excellent,422.95,ebay_iphone_11_pro_max.csv,11 PRO MAX,256GB,UNLOCKED,EXCELLENT
Apple iPhone 11 Pro Max 256GB Unlocked Smartphone - Good,377.95,ebay_iphone_11_pro_max.csv,11 PRO MAX,256GB,UNLOCKED,GOOD
Apple iPhone 11 Pro Max A2161 Unlocked 64GB Space Gray Very Good,459.99,ebay_iphone_11_pro_max.csv,11 PRO MAX,64GB,UNLOCKED,GOOD
Apple iPhone 11 Pro Max 256GB Gold Unlocked Good Condition,419.99,ebay_iphone_11_pro_max.csv,11 PRO MAX,256GB,UNLOCKED,GOOD
Apple iPhone 11 Pro Max 64GB Space Gray Unlocked Excellent Condition,399.99,ebay_iphone_11_pro_max.csv,11 PRO MAX,64GB,UNLOCKED,EXCELLENT
Apple iPhone 11 Pro Max - 64GB - Factory Unlocked - Good Condition,549.99,ebay_iphone_11_pro_max.csv,11 PRO MAX,64GB,UNLOCKED,GOOD
Apple iPhone 11 Pro Max 64GB Verizon Smartphone - Very Good,407.95,ebay_iphone_11_pro_max.csv,11 PRO MAX,64GB,LOCKED,GOOD
Apple iPhone 11 Pro Max A2161 (Fully Unlocked) 64GB Space Gray (Very Good),424.99,ebay_iphone_11_pro_max.csv,11 PRO MAX,64GB,UNLOCKED,GOOD
Apple iPhone 11 Pro Max 64GB AT&T Smartphone (Green) - Excellent - A,359.99,ebay_iphone_11_pro_max.csv,11 PRO MAX,64GB,LOCKED,EXCELLENT
iPhone 11 Pro Max - 64GB - Space Gray (Unlocked) Near Mint Condition #3484,409.0,ebay_iphone_11_pro_max.csv,11 PRO MAX,64GB,UNLOCKED,EXCELLENT
Apple iPhone 11 Pro Max A2161 (Fully Unlocked) 64GB Space Gray (Excellent),434.99,ebay_iphone_11_pro_max.csv,11 PRO MAX,64GB,UNLOCKED,EXCELLENT
Apple iPhone 11 Pro Max - 64GB - Space Grey (t-mobile) Brand New Condition As-is,385.0,ebay_iphone_11_pro_max.csv,11 PRO MAX,64GB,LOCKED,NEW
"IOS 15.6 Apple iPhone 11 Pro Max, 64GB, Gray, FACTORY UNLOCKED, EXCELLENT!!!",597.0,ebay_iphone_11_pro_max.csv,11 PRO MAX,64GB,UNLOCKED,EXCELLENT
Apple iPhone 11 Pro Max - 64GB - ALL COLORS - Factory Unlocked - Excellent,440.0,ebay_iphone_11_pro_max.csv,11 PRO MAX,64GB,UNLOCKED,EXCELLENT
Apple iPhone 11 Pro Max 64GB Green Carrier Locked strictly AT&T Good Condition,348.88,ebay_iphone_11_pro_max.csv,11 PRO MAX,64GB,LOCKED,GOOD
Apple iPhone 11 Pro Max A2161 Unlocked 512GB Gold Good,529.99,ebay_iphone_11_pro_max.csv,11 PRO MAX,512GB,UNLOCKED,GOOD
Apple iPhone 11 Pro Max - 256GB - ALL COLORS - Verizon - Excellent Condition,545.0,ebay_iphone_11_pro_max.csv,11 PRO MAX,256GB,LOCKED,EXCELLENT
Apple iPhone 11 Pro Max Smartphone 64GB CDMA & GSM Unlocked - Good,429.0,ebay_iphone_11_pro_max.csv,11 PRO MAX,64GB,UNLOCKED,GOOD
Apple iPhone 11 Pro Max A2161 Unlocked 64GB Space Gray Good,449.99,ebay_iphone_11_pro_max.csv,11 PRO MAX,64GB,UNLOCKED,GOOD
Apple iPhone 11 Pro Max 256GB Gold Unlocked Very Good Condition,449.99,ebay_iphone_11_pro_max.csv,11 PRO MAX,256GB,UNLOCKED,GOOD
Apple iPhone 11 Pro Max - 64GB - Space Gray (Unlocked) EXCELLENT CONDITION,565.0,ebay_iphone_11_pro_max.csv,11 PRO MAX,64GB,UNLOCKED,EXCELLENT
Apple iPhone 11 Pro Max A2161 Unlocked 64GB Space Gray Very Good,459.99,ebay_iphone_11_pro_max.csv,11 PRO MAX,64GB,UNLOCKED,GOOD
Apple iPhone 11 Pro Max 256GB Unlocked Smartphone - Excellent,422.95,ebay_iphone_11_pro_max.csv,11 PRO MAX,256GB,UNLOCKED,EXCELLENT
Apple iPhone 11 Pro Max 256GB Unlocked Smartphone - Good,377.95,ebay_iphone_11_pro_max.csv,11 PRO MAX,256GB,UNLOCKED,GOOD
Apple iPhone 11 Pro Max 256GB Gold Unlocked Good Condition,419.99,ebay_iphone_11_pro_max.csv,11 PRO MAX,256GB,UNLOCKED,GOOD
Apple iPhone 11 Pro Max 64GB Space Gray Unlocked Excellent Condition,399.99,ebay_iphone_11_pro_max.csv,11 PRO MAX,64GB,UNLOCKED,EXCELLENT
Apple iPhone 11 Pro Max - 64GB - Factory Unlocked - Good Condition,549.99,ebay_iphone_11_pro_max.csv,11 PRO MAX,64GB,UNLOCKED,GOOD
Apple iPhone 11 Pro Max 64GB Verizon Smartphone - Very Good,407.95,ebay_iphone_11_pro_max.csv,11 PRO MAX,64GB,LOCKED,GOOD
Apple iPhone 12 Pro Max 512GB Unlocked AT&T T-Mobile Verizon Very Good Condition,554.95,ebay_iphone_12_pro_max.csv,12 PRO MAX,512GB,UNLOCKED,GOOD
Apple iPhone 12 Pro Max 128GB Unlocked AT&T T-Mobile Verizon Very Good Condition,499.95,ebay_iphone_12_pro_max.csv,12 PRO MAX,128GB,UNLOCKED,GOOD
NEW LISTINGApple iPhone 12 Pro Max - 128GB - Pacific Blue (Verizon),237.5,ebay_iphone_12_pro_max.csv,12 PRO MAX,128GB,LOCKED,NEW
NEW LISTINGApple iPhone 12 Pro Max - 256GB - Pacific Blue (UNLOCKED) PARTS ONLY READ,175.0,ebay_iphone_12_pro_max.csv,12 PRO MAX,256GB,UNLOCKED,NEW
NEW LISTINGApple iPhone 12 Pro Max - 128GB - Unlocked - Graphite - No SIM restrictions ✅✅,459.99,ebay_iphone_12_pro_max.csv,12 PRO MAX,128GB,UNLOCKED,NEW
Apple iPhone 12 Pro Max 128GB Unlocked Smartphone - Very Good,514.95,ebay_iphone_12_pro_max.csv,12 PRO MAX,128GB,UNLOCKED,GOOD
NEW LISTINGApple iPhone 12 Pro Max 128GB (Unlocked) A2342 Pacific Blue Smartphone,469.95,ebay_iphone_12_pro_max.csv,12 PRO MAX,128GB,UNLOCKED,NEW
Apple iPhone 12 Pro Max 128GB Graphite Unlocked Fair Condition,399.99,ebay_iphone_12_pro_max.csv,12 PRO MAX,128GB,UNLOCKED,FAIR
Apple iPhone 12 Pro Max - 128GB - Pacific Blue (Unlocked) Pre-owned Excellent,473.0,ebay_iphone_12_pro_max.csv,12 PRO MAX,128GB,UNLOCKED,EXCELLENT
**NEW IN BOX** - Apple iPhone 12 Pro Max - 128GB - Blue (AT&T) - NO RESERVE,404.0,ebay_iphone_12_pro_max.csv,12 PRO MAX,128GB,LOCKED,NEW
Apple iPhone 12 Pro Max 128GB Pacific Blue Unlocked Good Condition,459.99,ebay_iphone_12_pro_max.csv,12 PRO MAX,128GB,UNLOCKED,GOOD
iPhone 12 Pro Max - Factory Unlocked - 128GB - Gold - Good,511.0,ebay_iphone_12_pro_max.csv,12 PRO MAX,128GB,UNLOCKED,GOOD
NEW LISTINGApple iPhone 12 Pro Max - 128GB - Gold - A2342 - (Unlocked) - Great Condition,499.0,ebay_iphone_12_pro_max.csv,12 PRO MAX,128GB,UNLOCKED,NEW
iPhone 12 Pro Max - TMobile - 128GB - Gray - Good,449.0,ebay_iphone_12_pro_max.csv,12 PRO MAX,128GB,LOCKED,GOOD
iPhone 12 Pro Max - Factory Unlocked - 128GB - Gray - Good,514.0,ebay_iphone_12_pro_max.csv,12 PRO MAX,128GB,UNLOCKED,GOOD
Apple iPhone 12 Pro Max 128GB Unlocked Chipped Front Screen & Cracked Back,374.95,ebay_iphone_12_pro_max.csv,12 PRO MAX,128GB,UNLOCKED,FAIR
Apple iPhone 12 Pro Max - 128GB - Pacific Blue (AT&T) Jailbroken With IOS 15.4.1,599.0,ebay_iphone_12_pro_max.csv,12 PRO MAX,128GB,LOCKED,FAIR
Apple iPhone 12 Pro Max 128GB Gold T-Mobile - Good w Bad Face ID/Touch/LCD Issue,249.99,ebay_iphone_12_pro_max.csv,12 PRO MAX,128GB,LOCKED,GOOD
Apple iPhone 12 Pro Max 512GB Graphite AT&T Good Condition,549.99,ebay_iphone_12_pro_max.csv,12 PRO MAX,512GB,LOCKED,GOOD
iPhone 12 Pro Max - Factory Unlocked - 128GB - Blue - Good,524.0,ebay_iphone_12_pro_max.csv,12 PRO MAX,128GB,UNLOCKED,GOOD
NEW LISTINGApple iPhone 12 Pro Max - 128GB - Graphite (Unlocked) Read,249.0,ebay_iphone_12_pro_max.csv,12 PRO MAX,128GB,UNLOCKED,NEW
Apple iPhone 12 Pro Max - 128GB - (Unlocked) Pacific Blue *Brand New in Box,898.97,ebay_iphone_12_pro_max.csv,12 PRO MAX,128GB,UNLOCKED,NEW
Apple iPhone 12 Pro Max A2342 512GB Unlocked Good Condition Check IMEI,685.95,ebay_iphone_12_pro_max.csv,12 PRO MAX,512GB,UNLOCKED,GOOD
NEW LISTINGAPPLE IPHONE 12 PRO MAX UNLOCKED 128GB GRAY EXCELLENT CONDITION 91% BATTERY,529.0,ebay_iphone_12_pro_max.csv,12 PRO MAX,128GB,UNLOCKED,NEW
Apple iPhone 12 Pro Max 128GB Gold T-Mobile Very Good Condition,479.99,ebay_iphone_12_pro_max.csv,12 PRO MAX,128GB,LOCKED,GOOD
Apple iPhone 12 Pro Max 512GB Graphite Unlocked - Fair Condition,519.99,ebay_iphone_12_pro_max.csv,12 PRO MAX,512GB,UNLOCKED,FAIR
Apple iPhone 12 Pro Max 128GB Pacific Blue AT&T - Excellent Condition,649.98,ebay_iphone_12_pro_max.csv,12 PRO MAX,128GB,LOCKED,EXCELLENT
NEW LISTINGIC Lock iPhone 12 Pro Max - 128GB - (CarrieUnlocked) For parts only,250.0,ebay_iphone_12_pro_max.csv,12 PRO MAX,128GB,UNLOCKED,NEW
"Apple iPhone 12 Pro Max 128GB Gold T-Mobile Cracked Screen, Back, Lens Read",265.0,ebay_iphone_12_pro_max.csv,12 PRO MAX,128GB,LOCKED,FAIR
Apple iPhone 12 Pro Max - 128GB - Factory Unlocked - Very Good Condition,549.99,ebay_iphone_12_pro_max.csv,12 PRO MAX,128GB,UNLOCKED,GOOD
Apple iPhone 12 Pro Max - 128GB - Silver (Factory Unlocked) - Fair,499.0,ebay_iphone_12_pro_max.csv,12 PRO MAX,128GB,UNLOCKED,FAIR
Apple iPhone 12 Pro Max A2342 Unlocked 512GB Graphite Good,529.99,ebay_iphone_12_pro_max.csv,12 PRO MAX,512GB,UNLOCKED,GOOD
Apple iPhone 12 Pro Max 128GB Gold Unlocked Very Good Condition,519.99,ebay_iphone_12_pro_max.csv,12 PRO MAX,128GB,UNLOCKED,GOOD
Apple iPhone 12 Pro Max - 128GB - Silver (AT&T) CRACKED,360.0,ebay_iphone_12_pro_max.csv,12 PRO MAX,128GB,LOCKED,FAIR
Apple iPhone 12 Pro Max - 128GB - Pacific Blue (Unlocked) - Good Condition,549.0,ebay_iphone_12_pro_max.csv,12 PRO MAX,128GB,UNLOCKED,GOOD
"Apple iPhone 12 Pro Max All Colors, A2342, 128GB, Unlocked, Good No Face ID",446.49,ebay_iphone_12_pro_max.csv,12 PRO MAX,128GB,UNLOCKED,GOOD
Apple iPhone 12 Pro Max 128GB Gold Unlocked Excellent Condition,529.99,ebay_iphone_12_pro_max.csv,12 PRO MAX,128GB,UNLOCKED,EXCELLENT
Apple iPhone 12 Pro Max A2342 Fully Unlocked 128GB Graphite (Good),539.99,ebay_iphone_12_pro_max.csv,12 PRO MAX,128GB,UNLOCKED,GOOD
Apple iPhone 12 Pro Max - 128GB - Gold (Unlocked) MINT,619.0,ebay_iphone_12_pro_max.csv,12 PRO MAX,128GB,UNLOCKED,EXCELLENT
Apple iPhone 12 Pro Max 512GB Verizon Locked Good Condition,514.95,ebay_iphone_12_pro_max.csv,12 PRO MAX,512GB,LOCKED,GOOD
"Apple iPhone 12 Pro Max 128GB White 6.7"" Fully Unlocked Fair - Parts Only",419.0,ebay_iphone_12_pro_max.csv,12 PRO MAX,128GB,UNLOCKED,FAIR
Apple iPhone 12 Pro Max - 128GB - Factory Unlocked - Excellent Condition,619.99,ebay_iphone_12_pro_max.csv,12 PRO MAX,128GB,UNLOCKED,EXCELLENT
Apple iPhone 12 Pro Max 512GB Graphite Unlocked Very Good Condition,579.99,ebay_iphone_12_pro_max.csv,12 PRO MAX,512GB,UNLOCKED,GOOD
Mint-A+ Apple iPhone 12 Pro Max 128GB Graphite (Unlocked) Bundle Excellent 5/5,559.99,ebay_iphone_12_pro_max.csv,12 PRO MAX,128GB,UNLOCKED,EXCELLENT
iPhone 12 Pro Max Unlocked (CDMA + GSM) 128GB Pacific Blue | Excellent,550.0,ebay_iphone_12_pro_max.csv,12 PRO MAX,128GB,UNLOCKED,EXCELLENT
Apple iPhone 12 Pro Max 128GB Unlocked AT&T T-Mobile Verizon Very Good 7567752,600.0,ebay_iphone_12_pro_max.csv,12 PRO MAX,128GB,UNLOCKED,GOOD
Apple iPhone 12 Pro Max 256GB Gold Unlocked Excellent Condition,559.99,ebay_iphone_12_pro_max.csv,12 PRO MAX,256GB,UNLOCKED,EXCELLENT
Apple iPhone 12 Pro Max 128GB Pacific Blue AT&T Very Good Condition,499.99,ebay_iphone_12_pro_max.csv,12 PRO MAX,128GB,LOCKED,GOOD
Apple iPhone 12 Pro Max 512 GB Unlocked Excellent Condition Pacific Blue,629.0,ebay_iphone_12_pro_max.csv,12 PRO MAX,512GB,UNLOCKED,EXCELLENT
Apple iPhone 12 Pro Max - 128GB - Pacific Blue (AT&T) SCREEN CRACKED,410.0,ebay_iphone_12_pro_max.csv,12 PRO MAX,128GB,LOCKED,FAIR
iPhone 12 Pro Max Unlocked (CDMA + GSM) 512GB Graphite | Excellent,596.0,ebay_iphone_12_pro_max.csv,12 PRO MAX,512GB,UNLOCKED,EXCELLENT
Apple iPhone 12 Pro Max 128GB Gold Unlocked Good Condition,499.99,ebay_iphone_12_pro_max.csv,12 PRO MAX,128GB,UNLOCKED,GOOD
iPhone 12 Pro Max Unlocked (CDMA + GSM) 128GB Gold | Good,511.0,ebay_iphone_12_pro_max.csv,12 PRO MAX,128GB,UNLOCKED,GOOD
Apple iPhone 12 Pro Max - 128GB (ALL COLORS) Factory Unlocked -Excellent,650.0,ebay_iphone_12_pro_max.csv,12 PRO MAX,128GB,UNLOCKED,EXCELLENT
iPhone 12 Pro Max Unlocked (CDMA + GSM) 128GB Graphite | Excellent,557.0,ebay_iphone_12_pro_max.csv,12 PRO MAX,128GB,UNLOCKED,EXCELLENT
Apple iPhone 12 Pro Max - 128GB - Pacific Blue (Unlocked) Excellent Condition,589.0,ebay_iphone_12_pro_max.csv,12 PRO MAX,128GB,UNLOCKED,EXCELLENT
iPhone 12 Pro Max T-Mobile 128GB Graphite | Good,449.0,ebay_iphone_12_pro_max.csv,12 PRO MAX,128GB,LOCKED,GOOD
Apple iPhone 12 Pro Max 256GB T-Mobile Gray - Good Condition,606.0,ebay_iphone_12_pro_max.csv,12 PRO MAX,256GB,LOCKED,GOOD
Apple iPhone 12 Pro Max 512GB Graphite Unlocked - Good Condition,641.0,ebay_iphone_12_pro_max.csv,12 PRO MAX,512GB,UNLOCKED,GOOD
Apple iPhone 12 Pro Max 256GB (Xfinity) A2342 Graphite - Fair Condition,464.95,ebay_iphone_12_pro_max.csv,12 PRO MAX,256GB,UNKNOWN,FAIR
Apple iPhone 12 Pro Max 512GB Graphite Unlocked Excellent Condition,649.99,ebay_iphone_12_pro_max.csv,12 PRO MAX,512GB,UNLOCKED,EXCELLENT
Apple iPhone 12 Pro Max 128GB (Xfinity) A2342 Pacific Blue - Good Condition,474.95,ebay_iphone_12_pro_max.csv,12 PRO MAX,128GB,UNKNOWN,GOOD
Apple iPhone 12 Pro Max 128GB Graphite Unlocked - Fair w/ Front/Back Separation,439.99,ebay_iphone_12_pro_max.csv,12 PRO MAX,128GB,UNLOCKED,FAIR
Apple iPhone 12 Pro Max 512GB Unlocked AT&T T-Mobile Verizon Very Good 7557904,635.0,ebay_iphone_12_pro_max.csv,12 PRO MAX,512GB,UNLOCKED,GOOD
Apple iPhone 12 Pro Max 128GB Gold Unlocked Excellent Condition,529.99,ebay_iphone_12_pro_max.csv,12 PRO MAX,128GB,UNLOCKED,EXCELLENT
Apple iPhone 12 Pro Max A2342 Fully Unlocked 128GB Graphite (Good),539.99,ebay_iphone_12_pro_max.csv,12 PRO MAX,128GB,UNLOCKED,GOOD
Apple iPhone 12 Pro Max - 128GB - Gold (Unlocked) MINT,619.0,ebay_iphone_12_pro_max.csv,12 PRO MAX,128GB,UNLOCKED,EXCELLENT
Apple iPhone 12 Pro Max 512GB Verizon Locked Good Condition,514.95,ebay_iphone_12_pro_max.csv,12 PRO MAX,512GB,LOCKED,GOOD
"Apple iPhone 12 Pro Max 128GB White 6.7"" Fully Unlocked Fair - Parts Only",419.0,ebay_iphone_12_pro_max.csv,12 PRO MAX,128GB,UNLOCKED,FAIR
Apple iPhone 12 Pro Max - 128GB - Factory Unlocked - Excellent Condition,619.99,ebay_iphone_12_pro_max.csv,12 PRO MAX,128GB,UNLOCKED,EXCELLENT
Apple iPhone 12 Pro Max 512GB Graphite Unlocked Very Good Condition,579.99,ebay_iphone_12_pro_max.csv,12 PRO MAX,512GB,UNLOCKED,GOOD
Mint-A+ Apple iPhone 12 Pro Max 128GB Graphite (Unlocked) Bundle Excellent 5/5,559.99,ebay_iphone_12_pro_max.csv,12 PRO MAX,128GB,UNLOCKED,EXCELLENT
iPhone 12 Pro Max Unlocked (CDMA + GSM) 128GB Pacific Blue | Excellent,550.0,ebay_iphone_12_pro_max.csv,12 PRO MAX,128GB,UNLOCKED,EXCELLENT
Apple iPhone 12 Pro Max 128GB Unlocked AT&T T-Mobile Verizon Very Good 7567752,600.0,ebay_iphone_12_pro_max.csv,12 PRO MAX,128GB,UNLOCKED,GOOD
Apple iPhone 12 Pro Max 256GB Gold Unlocked Excellent Condition,559.99,ebay_iphone_12_pro_max.csv,12 PRO MAX,256GB,UNLOCKED,EXCELLENT
Apple iPhone 12 Pro Max 128GB Pacific Blue AT&T Very Good Condition,499.99,ebay_iphone_12_pro_max.csv,12 PRO MAX,128GB,LOCKED,GOOD
Apple iPhone 12 Pro Max 512 GB Unlocked Excellent Condition Pacific Blue,629.0,ebay_iphone_12_pro_max.csv,12 PRO MAX,512GB,UNLOCKED,EXCELLENT
Apple iPhone 12 Pro Max - 128GB - Pacific Blue (AT&T) SCREEN CRACKED,410.0,ebay_iphone_12_pro_max.csv,12 PRO MAX,128GB,LOCKED,FAIR
iPhone 12 Pro Max Unlocked (CDMA + GSM) 512GB Graphite | Excellent,596.0,ebay_iphone_12_pro_max.csv,12 PRO MAX,512GB,UNLOCKED,EXCELLENT
Apple iPhone 12 Pro Max 128GB Gold Unlocked Good Condition,499.99,ebay_iphone_12_pro_max.csv,12 PRO MAX,128GB,UNLOCKED,GOOD
iPhone 12 Pro Max Unlocked (CDMA + GSM) 128GB Gold | Good,511.0,ebay_iphone_12_pro_max.csv,12 PRO MAX,128GB,UNLOCKED,GOOD
Apple iPhone 12 Pro Max - 128GB (ALL COLORS) Factory Unlocked -Excellent,650.0,ebay_iphone_12_pro_max.csv,12 PRO MAX,128GB,UNLOCKED,EXCELLENT
